USD_MBS_ALL,USD_MBS_CONVENTIONAL_15YR,US_CDT_DTS_COND_MEDIA_IG,US_CDT_DTS_COND_HY,USD_BASIS_OTR_1Y,USD_BASIS_OTR_10Y,USD_GOV_1Y,USD_MUNI_1Y,US_CDT_DTS_CONS_RET_IG,USD_MBS_CONVENTIONAL_30YR,US_CDT_DTS_FIN_CAPMK_IG,US_CDT_DTS_MAT_HY,USD_SWAP_SPREAD_5Y,US_CDT_DTS_TEL_DVRST_IG,USD_GOV_5Y,USD_MUNI_DTS_SPREAD,USD_MUNI_30Y,US_CDT_DTS_HLTH_PHRM_IG,US_CDT_DTS_FIN_HY,USD_INFL_20Y,USD_GOV_20Y,US_CDT_DTS_ENGY_HY,US_CDT_DTS_FIN_BANK_HY,USD_GOV_30Y,USD_GOV_2Y,US_CDT_DTS_FIN_REAL_IG,US_CDT_DTS_HLTH_HY,US_CDT_DTS_TEL_IG,USD_LOAN_TRANS,USD_LOAN_FIN,USD_MBS_GNMA_15YR,USD_GOV_6M,USD_BASIS_OTR_5Y,USD_INFL_30Y,USD_LOAN_TEL,US_CDT_DTS_COND_SERV_IG,US_CDT_DTS_UTL_ELTC_IG,US_CDT_DTS_UTL_IG,US_CDT_DTS_MAT_IG,US_CDT_DTS_COND_RET_IG,US_CDT_DTS_HLTH_IG,USD_LOAN_UTL,US_CDT_DTS_MAT_CHEM_IG,USD_INFL_50Y,USD_INFL_2Y,USD_LOAN_IND,US_CDT_DTS_UTL_HY,US_CDT_DTS_AGNCY,USD_INFL_1Y,US_CDT_DTS_COND_DURAP_IG,USD_ABS_UTILITIES,USD_ABS_STUDENT_LOAN,USD_SWAP_SPREAD_2Y,US_CDT_DTS_TECH_IG,USD_SWAP_SPREAD_30Y,USD_SWAP_SPREAD_1M,US_CDT_DTS_TECH_HARD_IG,USD_ABS_AUTO,USD_SWAP_SPREAD_1Y,US_CDT_DTS_HLTH_EQSV_IG,USD_MBS_CONVENTIONAL,USD_MBS_CURRENT_COUPON,USD_INFL_5Y,USD_MUNI_10Y,USD_INFL_10Y,US_CDT_DTS_IND_IG,USD_ABS_MANUFACTURED,US_CDT_DTS_UTL_MULTI_IG,USD_IMPVOL_IMPLIED_VOL,US_CDT_DTS_CONS_FOOD_IG,US_CDT_DTS_CONS_HY,US_CDT_DTS_COND_AUTOM_IG,USD_SWAP_SPREAD_10Y,USD_MBS_GNMA_30YR,US_CDT_DTS_TEL_HY,USD_ABS_HOME_EQUITY,US_CDT_DTS_TECH_SOFT_IG,USD_LOAN_ENGY,USD_ABS_ALL,USD_ABS_CREDIT_CARD,US_CDT_DTS_TECH_SEMI_IG,USD_GOV_50Y,USD_MUNI_5Y,USD_BASIS_CDS_IG,US_CDT_DTS_SOVSUP,US_CDT_DTS_FIN_IG,US_CDT_DTS_ENGY_IG,USD_GOV_1M,US_CDT_DTS_TRANS_GND_IG,US_CDT_DTS_IND_SERV_IG,US_CDT_DTS_TECH_HY,USD_MUNI_2Y,US_CDT_DTS_CORP_IG,US_CDT_DTS_TRANS_HY,USD_LOAN_MAT,US_CDT_DTS_IND_CAPGD_IG,US_CDT_DTS_COND_IG,USD_MUNI_6M,USD_ABS_MISCELLANEOUS,US_CDT_DTS_ENGY_EQSV_IG,USD_CMBS_ALL,USD_LOAN_CONS,US_CDT_DTS_ENGY_OILGS_IG,USD_BASIS_CDS_HY,USD_LOAN_ALL,USD_LOAN_COND,US_CDT_DTS_FIN_DVRSF_IG,US_CDT_DTS_CORP_HY,USD_SWAP_SPREAD_6M,USD_GOV_10Y,USD_SWAP_SPREAD_50Y,USD_MBS_GNMA,US_CDT_DTS_TEL_WIREL_IG,USD_MUNI_20Y,US_CDT_DTS_TRANS_IG,US_CDT_DTS_CONS_PROD_IG,US_CDT_DTS_FIN_INSR_IG,US_CDT_DTS_CONS_IG,US_CDT_DTS_FIN_BANK_IG,US_CDT_DTS_MAT_MET_IG,USD_LOAN_HLTH,USD_SWAP_SPREAD_20Y,US_CDT_DTS_IND_HY,Date,return
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-31,0.009716468593579997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-28,0.01640449834724933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-05-30,0.021168650969959124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-29,-0.0022673734809641743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-31,0.0008899379565470156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-11-28,0.009507567913312087
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-30,0.01784081345067534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-27,0.005839812761482044
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-05-29,0.0034708302717980644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-31,0.005671281088756253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-07,0.002111704496451594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-14,-0.0005453058391964305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-21,-0.004062814416922578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-28,-0.01844506418108871
